id,loan_status,int_rate,addr_state,num_actv_rev_tl,num_sats,emp_length,funded_amnt,last_pymnt_amnt,annual_inc,avg_cur_bal
3699,Fully Paid,11.8,AZ,2,3,4,20000,19763.87,72000,9406
3700,Charged Off,16.14,NV,5,10,10,25000,609.82,62000,35327
3701,Fully Paid,7.56,AZ,3,7,10,18500,17351.13,84800,8873
3702,Charged Off,18.94,KS,5,9,8,35000,1281.9,82000,21483
3703,Charged Off,10.33,FL,5,19,10,12000,256.92,75000,8004
3704,Charged Off,18.94,NC,9,15,1,30000,1098.78,72000,22890
3705,Fully Paid,20.89,NV,6,11,3,7000,7016.05,72600,22966
3706,Charged Off,16.91,TX,8,13,8,5000,178.04,150000,11110
3707,Fully Paid,13.56,NY,6,22,10,16000,16060.27,72000,2580
3708,Fully Paid,7.02,MA,5,16,5,8000,8005.01,70000,28441
3709,Fully Paid,13.56,FL,3,7,1,8400,5295.84,90000,25795
3710,Fully Paid,11.8,CA,6,9,10,7000,7061.95,85000,2432
3711,Charged Off,16.91,PA,2,6,6,7500,133.53,18000,1505
3712,Fully Paid,19.92,FL,4,13,2,10000,10018.59,45000,4882
3713,Fully Paid,8.19,WA,1,6,5,8300,7973.83,152000,5399
3714,Fully Paid,24.37,NY,4,10,10,25000,1807.5,140000,3181
3715,Fully Paid,24.37,OR,4,7,9,15000,206.4,15000,8873
3716,Fully Paid,15.02,CO,5,26,10,11200,11258.65,60252,8753
3717,Charged Off,20.89,TX,2,3,6,1000,37.62,25000,7590
3718,Fully Paid,23.4,AL,5,13,10,25000,25365.29,80000,6124
3719,Fully Paid,15.02,MD,12,14,10,12000,12145.21,119597,5458
3720,Fully Paid,11.8,NJ,5,11,2,25000,2124.8,185000,35655
3721,Fully Paid,16.14,NV,1,4,6,8000,8020.46,24708,3727
3722,Charged Off,24.37,MT,2,4,5,1000,39.43,45000,1806
3723,Fully Paid,16.14,NY,13,21,10,20000,20030.13,60000,3248
3724,Charged Off,13.56,MO,8,11,4,25000,849.11,60000,4839
3725,Fully Paid,17.97,AL,4,11,10,7000,7041.44,60000,18841
3726,Charged Off,26.31,VA,3,6,10,25000,753.11,60000,350
3727,Fully Paid,23.4,MD,8,17,6,5000,5110.5,93000,17646
3728,Charged Off,11.8,CA,4,25,1,38000,500,176209,762
3729,Fully Paid,19.92,CT,5,7,2,10000,9987.82,45000,2863
3730,Fully Paid,11.8,DE,3,10,10,10000,9699.24,79000,26601
3731,Fully Paid,16.14,NY,0,6,6,2675,2690.59,14760,7618
3732,Charged Off,18.94,GA,9,16,2,15000,388.62,55000,3068
3733,Fully Paid,8.81,AZ,1,7,10,5000,4673.48,60000,38440
3734,Fully Paid,22.35,WI,2,8,3,15000,15325.94,63000,9975
3735,Fully Paid,19.92,TX,6,11,4,13000,13205.48,160000,7633
3736,Fully Paid,8.19,OH,7,20,4,25000,24232.4,65000,22757
3737,Fully Paid,24.37,NJ,3,13,10,15175,6117.51,80000,35163
3738,Fully Paid,14.47,CO,5,13,5,10000,10013.51,119000,29203
3739,Fully Paid,7.56,CO,1,5,6,15000,15025.2,22284,14
3740,Fully Paid,23.4,PA,4,8,7,2000,2037.7,75000,31528
3741,Fully Paid,8.81,CO,5,8,1,4500,4028.1,44000,23362
3742,Fully Paid,11.31,CA,9,14,10,8000,8008.44,50000,3736
3743,Charged Off,19.92,NY,6,10,2,24100,894.67,60000,4303
3744,Fully Paid,10.33,MO,5,13,10,10000,10087.18,115000,9223
3745,Fully Paid,15.02,NY,6,18,10,14000,14280.37,80000,15386
3746,Charged Off,11.31,NY,1,3,1,5000,164.43,20000,6537
3747,Fully Paid,15.02,TN,8,17,10,21000,20906.91,119000,8444
3748,Fully Paid,10.33,CO,5,8,10,36000,36034.09,160000,27660
3749,Fully Paid,15.02,FL,11,16,1,35000,34873.06,150000,6783
3750,Fully Paid,17.97,CT,10,11,10,18000,18519.17,120000,3335
3751,Fully Paid,7.56,FL,3,10,10,25000,23175.2,75000,993
3752,Fully Paid,15.02,NH,6,14,6,3200,3182.28,65000,24152
3753,Fully Paid,6.46,TX,10,17,1,20000,19617.03,175000,7480
3754,Fully Paid,7.02,NJ,1,8,1,6000,5735.26,45000,1830
3755,Fully Paid,6.46,VA,10,13,10,12000,11501.5,72000,7314
3756,Fully Paid,22.35,FL,5,9,10,11000,10771.07,115010,26915
3757,Fully Paid,16.91,NC,0,4,1,12000,6418.44,130000,48502
3758,Fully Paid,11.31,FL,6,14,10,16000,15805.41,110000,8257
3759,Fully Paid,11.31,NY,6,13,10,3000,2904.77,72000,5419
3760,Charged Off,6.46,IN,4,10,5,7150,219.02,60000,11877
3761,Charged Off,15.02,AZ,5,9,10,20000,476.01,73000,6625
3762,Fully Paid,11.8,GA,6,8,10,12400,12245.84,140000,2083
3763,Charged Off,18.94,OH,4,14,7,35000,906.77,56364,3320
3764,Charged Off,17.97,IL,3,8,2,29250,742.29,155000,31516
3765,Fully Paid,16.14,CA,5,10,3,20000,20197.27,100000,2757
3766,Fully Paid,8.81,FL,3,5,10,25000,23963.23,55000,43835
3767,Fully Paid,27.27,CA,7,12,1,25000,24642.4,90000,24136
3768,Fully Paid,8.19,MN,6,10,1,3000,2802.17,100000,6381
3769,Charged Off,25.34,VA,8,12,10,2600,103.85,34000,1668
3770,Fully Paid,7.56,NC,8,19,3,36000,36039.61,160000,11651
3771,Charged Off,6.46,WA,6,10,1,12000,1225.24,95000,29853
3772,Fully Paid,8.81,IL,4,17,10,16000,14944.55,90000,9266
3773,Fully Paid,26.31,WA,2,4,10,12500,12728.39,50000,8873
3774,Charged Off,18.94,MI,4,5,1,24000,778.01,80000,3776
3775,Fully Paid,23.4,PA,6,15,2,14000,343.71,40000,2146
3776,Fully Paid,7.56,NV,4,9,1,10000,9567.44,85000,29771
3777,Fully Paid,11.8,IL,7,13,5,13000,13102.27,98000,10151
3778,Fully Paid,10.33,VA,3,9,9,2100,999.91,86000,24684
3779,Charged Off,15.02,FL,8,11,5,34000,809.22,120000,8928
3780,Charged Off,6.46,NJ,4,10,10,30000,918.93,72000,11581
3781,Fully Paid,11.31,AZ,1,10,6,3500,3437.48,45000,2551
3782,Fully Paid,12.98,IN,1,3,2,8000,8009.69,45000,32211
3783,Fully Paid,6.46,WY,4,6,4,18000,17237.32,78000,16570
3784,Fully Paid,13.56,KY,3,6,1,5000,4719.03,35000,20125
3785,Fully Paid,10.33,CA,8,16,6,9000,9120.33,64000,1083
3786,Fully Paid,12.98,MI,6,13,2,10000,24.63,35000,2571
3787,Charged Off,11.8,UT,5,11,10,24000,531.45,130000,24474
3788,Fully Paid,7.56,CA,2,15,1,21000,21132.3,93000,21967
3789,Fully Paid,7.02,GA,10,15,1,13000,12071.99,110000,12468
3790,Fully Paid,16.14,NY,4,14,5,22400,21912.24,72000,41053
3791,Fully Paid,12.98,TN,9,10,6,16000,16019.38,50000,1533
3792,Fully Paid,11.8,TX,6,11,3,12000,6418.44,130000,17988
3793,Fully Paid,11.8,OK,2,20,10,9000,8687.83,105000,10870
3794,Charged Off,10.72,TX,8,15,1,35000,1141.22,72000,4593
3795,Fully Paid,7.56,VT,1,5,4,2400,2361.84,40000,2594
3796,Fully Paid,8.19,MN,5,14,10,6400,6482.02,62000,2647
3797,Fully Paid,14.47,GA,5,8,4,35000,34778.53,100000,17884
3798,Fully Paid,6.46,CA,5,8,6,5000,4649.74,40000,27771
3799,Charged Off,14.47,NC,5,12,8,12000,282.16,72000,38290
3800,Fully Paid,7.02,GA,3,16,1,9000,8838.78,83000,14150
3801,Fully Paid,11.8,IL,5,7,1,12000,6418.44,185000,38103
3802,Fully Paid,14.47,CA,1,12,1,25000,25160.78,75000,38676
3803,Charged Off,15.02,NY,5,9,1,25000,595.02,95000,4909
3804,Fully Paid,15.02,OK,4,9,3,25000,25041.72,125000,25456
3805,Fully Paid,11.8,NY,7,14,1,21000,21220.3,88000,3976
3806,Fully Paid,11.31,TN,4,14,10,10000,9419.71,98000,17432
3807,Fully Paid,15.02,IN,3,7,6,35200,35249.35,80000,12566
3808,Fully Paid,10.33,IN,5,12,6,20000,20047.63,70000,15627
3809,Charged Off,13.56,WA,9,19,6,20000,679.29,78000,1675
3810,Fully Paid,15.02,NJ,4,10,10,35500,35633.3,89800,5644
3811,Fully Paid,11.8,GA,5,14,10,20000,19894.03,48000,6789
3812,Fully Paid,12.98,CA,3,5,1,1500,988.9,20000,1933
3813,Fully Paid,8.19,WA,7,11,10,8000,8081.23,109000,40313
3814,Fully Paid,18.94,CA,4,10,10,35000,35061.87,157000,18833
3815,Fully Paid,26.31,TX,6,11,1,20000,20144.17,130000,7370
3816,Fully Paid,27.27,IL,4,7,10,18000,195.75,130000,4421
3817,Fully Paid,15.02,CO,5,10,1,1600,1616.69,70000,7437
3818,Fully Paid,8.19,NY,7,19,10,35000,33587.71,40000,932
3819,Fully Paid,8.19,TN,6,8,4,1700,1586.13,185000,688
3820,Fully Paid,13.56,VA,9,16,6,35000,34731.68,72000,8873
3821,Fully Paid,12.98,SC,4,12,1,25000,25404.01,170560,33376
3822,Fully Paid,8.81,MI,3,7,6,10000,9639.56,135000,2921
3823,Fully Paid,17.97,WV,8,17,10,6000,6089.85,55000,6095
3824,Fully Paid,8.81,CO,6,11,1,10000,9349.16,40000,1997
3825,Charged Off,16.14,NJ,9,17,10,17000,414.68,46000,3005
3826,Fully Paid,14.47,NY,5,7,4,12000,11891.93,76000,3365
3827,Fully Paid,27.27,MI,1,9,7,1000,14.62,70000,2268
3828,Fully Paid,16.91,NH,4,10,10,35000,31.81,161092,4200
3829,Fully Paid,8.19,OH,5,11,2,15000,14776.27,54000,34432
3830,Fully Paid,12.98,OH,4,18,10,28500,28859.29,73000,5575
3831,Fully Paid,7.56,IL,3,11,10,24000,23575.37,150000,13999
3832,Charged Off,16.91,NC,8,21,10,3500,124.63,32000,4787
3833,Fully Paid,11.8,NJ,5,10,1,26000,25676.77,150000,13027
3834,Charged Off,23.4,FL,5,9,8,10750,0,49200,11455
3835,Fully Paid,11.31,MI,7,12,2,3600,3493.08,159000,28786
3836,Fully Paid,10.72,OH,8,11,10,6000,6030.91,65000,9076
3837,Fully Paid,10.72,MI,1,2,7,4000,1.13,22000,163
3838,Charged Off,13.56,AZ,9,12,5,5500,186.81,72000,1110
3839,Fully Paid,13.56,SC,2,5,10,4075,3944.61,51000,4265
3840,Fully Paid,14.47,FL,8,20,10,5600,5564.51,70000,14581
3841,Fully Paid,19.92,FL,3,8,10,16300,5069.93,33000,4562
3842,Charged Off,12.98,LA,3,13,3,4800,161.69,177000,20327
3843,Fully Paid,17.97,VA,5,8,10,15000,15256.85,75000,24608
3844,Fully Paid,8.19,UT,1,5,10,5000,7.76,80000,8873
3845,Fully Paid,22.35,WA,7,15,10,10000,148.53,139000,6471
3846,Fully Paid,11.8,CA,6,9,2,6000,5642.23,35000,301
3847,Fully Paid,8.19,IL,1,5,6,24000,24043.68,50000,3213
3848,Fully Paid,8.19,CA,4,5,1,25000,23959.62,180000,5149
3849,Fully Paid,13.56,TX,2,12,3,8000,7.65,105000,4431
3850,Fully Paid,8.81,MS,0,9,2,4000,3938.62,48000,1251
3851,Fully Paid,19.92,CA,3,7,4,15000,14936.04,70000,14263
3852,Fully Paid,8.19,UT,4,9,6,2000,2016.87,23000,669
3853,Fully Paid,17.97,WA,7,12,10,35000,34982.54,178000,40927
3854,Fully Paid,11.8,MO,6,16,10,30000,29727.4,39000,11330
3855,Charged Off,20.89,CA,11,21,5,12000,1079.67,93000,32433
3856,Fully Paid,11.8,CO,6,11,10,8400,7889.17,65000,25084
3857,Fully Paid,25.34,TX,2,13,3,1800,1855.41,41348,8729
3858,Fully Paid,7.02,AZ,3,10,8,10000,9574.99,70000,5995
3859,Fully Paid,16.91,FL,1,8,6,3000,3078.12,25000,825
3860,Fully Paid,17.97,WA,3,13,10,20000,20077.01,52000,31428
3861,Charged Off,16.91,VA,10,23,6,7200,256.38,52000,5445
3862,Fully Paid,11.31,WA,1,5,6,25000,25133.52,67000,35624
3863,Charged Off,27.27,OH,1,8,6,12475,12613.01,18768,4846
3864,Fully Paid,7.02,NJ,6,15,2,15000,14373.31,58000,888
3865,Fully Paid,11.8,NJ,8,12,10,20000,20033.96,110000,17636
3866,Charged Off,27.27,NJ,1,3,10,10075,309.28,20000,13303
3867,Charged Off,16.14,MD,3,9,2,10850,382.21,75000,2285
3868,Fully Paid,10.72,CA,9,14,3,20000,121.63,45000,2618
3869,Fully Paid,8.81,MN,0,12,3,25000,23979.93,72000,33590
3870,Fully Paid,26.31,AZ,7,22,8,25000,25320.9,89000,6624
3871,Fully Paid,11.31,KS,4,17,10,15000,14440.7,49000,1204
3872,Fully Paid,10.72,NE,3,11,1,21000,21038.08,65000,1778
3873,Charged Off,7.02,NE,5,5,6,5000,154.44,28700,957
3874,Charged Off,8.81,NY,2,12,4,7500,237.84,32000,2835
3875,Fully Paid,19.92,TX,2,10,1,30000,1190.5,65000,19176
3876,Charged Off,13.56,UT,2,9,4,35000,1188.76,165000,1418
3877,Charged Off,14.47,TX,4,16,3,24000,825.76,72000,3524
3878,Charged Off,18.94,MS,1,7,3,14000,435.62,62000,8890
3879,Charged Off,13.56,UT,8,16,4,25000,576.02,120000,26568
3880,Fully Paid,11.8,MA,4,18,6,12000,12249.42,89000,15756
3881,Charged Off,10.33,GA,1,6,6,30000,642.3,130000,41936
3882,Charged Off,11.8,OH,11,17,3,4200,139.1,110000,15312
3883,Charged Off,12.98,FL,3,4,1,3000,101.06,23000,943
3884,Fully Paid,15.02,CA,3,6,1,6000,5811.17,125000,21130
3885,Fully Paid,20.89,MD,7,15,4,35000,138.01,155000,16976
3886,Charged Off,7.02,NY,1,4,3,13500,416.97,41000,3497
3887,Fully Paid,13.56,TX,3,8,10,5000,5089.63,72000,37810
3888,Fully Paid,7.56,PA,3,12,1,19200,18841.15,72000,39761
3889,Fully Paid,18.94,MI,3,6,8,18000,18452.83,65000,37407
3890,Fully Paid,6.46,CA,3,4,10,9600,9439.07,90000,5218
3891,Fully Paid,13.56,CA,11,20,10,8900,8997.22,62000,12362
3892,Fully Paid,17.97,CT,8,13,1,35000,34864.12,72000,5354
3893,Charged Off,13.56,MD,12,25,5,16000,543.43,72000,27728
3894,Fully Paid,17.97,CA,9,12,1,32000,30575.81,80000,1548
3895,Fully Paid,18.94,MN,6,12,5,7000,1119.71,65000,1786
3896,Fully Paid,19.92,CT,8,15,1,4975,4974.9,65000,24545
3897,Charged Off,7.56,NC,2,8,2,8400,0,65000,9208
3898,Charged Off,22.35,FL,5,12,10,15000,417.28,56000,7012
3899,Charged Off,10.72,NC,7,18,3,10400,339.11,65191,15416
3900,Fully Paid,20.89,AZ,5,15,10,32000,32317.35,74000,12945
3901,Fully Paid,14.47,CT,3,9,1,19125,19055.19,75000,10399
3902,Fully Paid,13.56,FL,2,5,7,10000,14.01,30000,1764
3903,Fully Paid,24.37,CA,4,9,1,30000,31072.29,115000,1728
3904,Fully Paid,19.92,MO,13,15,10,25000,25259.58,61000,8873
3905,Fully Paid,12.98,NC,5,8,10,8000,8009.52,82000,11478
3906,Fully Paid,24.37,FL,4,17,10,1000,1003.4,51188,1272
3907,Fully Paid,11.31,NY,8,24,6,8000,1034.02,120000,1387
3908,Fully Paid,10.72,WY,4,10,9,10000,9988.87,60000,9733
3909,Fully Paid,24.37,OH,8,11,10,20000,19692.04,67500,16880
3910,Charged Off,8.81,NC,3,15,5,4000,126.85,31200,3256
3911,Fully Paid,16.91,CA,1,3,10,12000,6418.44,58000,8873
3912,Fully Paid,13.56,IL,11,18,6,24000,24503.59,77000,16597
3913,Fully Paid,26.31,PA,8,12,7,5000,5050.04,40000,11486
3914,Fully Paid,16.91,NV,2,6,10,3000,24.81,46000,36754
3915,Fully Paid,12.98,FL,2,10,1,22000,21428.7,60000,5116
3916,Fully Paid,11.8,CA,4,14,1,25000,25102.26,117630,26536
3917,Fully Paid,10.33,FL,3,6,7,2400,2438.14,60000,1312
3918,Fully Paid,16.14,SC,1,4,8,15000,15036.05,65000,37078
3919,Fully Paid,14.47,MA,5,10,6,8000,7974.74,21000,3133
3920,Fully Paid,10.72,NY,3,4,7,15000,14894.85,100000,9723
3921,Fully Paid,17.97,WV,7,12,10,1200,1211.98,70000,5331
3922,Fully Paid,27.27,DE,12,22,10,1000,1018.18,45000,5676
3923,Fully Paid,19.92,IL,2,6,5,9000,9038.01,75000,34185
3924,Fully Paid,8.81,FL,5,11,6,12000,12148.27,60000,27190
3925,Fully Paid,11.8,TX,8,23,5,10000,9759.07,170000,13924
3926,Fully Paid,13.56,WA,7,14,10,12000,11933.88,160000,7399
3927,Charged Off,12.98,MN,4,8,10,2500,84.22,75000,28668
3928,Fully Paid,12.98,MI,4,8,10,10000,9727.24,70000,5489
3929,Charged Off,10.33,NY,4,8,10,10000,324.23,90000,5232
3930,Charged Off,23.4,MO,3,6,3,6900,268.54,40000,9595
3931,Fully Paid,15.02,PA,3,4,6,7000,7015.65,10000,115
3932,Fully Paid,19.92,CA,4,22,10,2000,2026.56,122000,16711
3933,Charged Off,19.92,UT,4,6,2,1000,37.13,30000,34386
3934,Charged Off,7.56,CA,4,10,1,35000,1097.04,149925,953
3935,Fully Paid,11.8,TX,8,13,1,5500,5467.71,107000,3483
3936,Fully Paid,10.33,OH,7,10,6,18100,18127.53,77940,7796
3937,Charged Off,19.92,GA,6,13,10,30000,793.49,92000,11517
3938,Fully Paid,18.94,FL,5,9,10,20000,19.71,50000,2207
3939,Charged Off,11.31,CA,6,12,10,4800,78.93,60000,14018
3940,Fully Paid,11.8,CA,7,17,10,22000,22137.01,172000,24665
3941,Fully Paid,25.34,VA,3,13,10,13200,13478.74,80000,22306
3942,Charged Off,16.14,FL,7,12,5,35000,0,72000,9773
3943,Fully Paid,13.56,CA,6,11,10,10000,9959.28,37500,1299
3944,Fully Paid,8.19,OK,12,21,10,8000,7885.87,49950,1938
3945,Fully Paid,16.91,NY,8,9,10,10000,10025.46,54000,1376
3946,Charged Off,16.91,OK,4,9,1,15000,0,45000,832
3947,Fully Paid,7.02,CA,5,23,1,15600,15402.42,70000,2278
3948,Charged Off,16.14,CA,6,6,8,5000,176.14,33000,713
3949,Fully Paid,11.8,GA,5,25,6,12000,12020.85,52000,5118
3950,Fully Paid,11.8,FL,4,14,4,24000,24157.33,140000,25266
3951,Fully Paid,8.81,FL,5,14,4,5000,5070.37,90000,25691
3952,Fully Paid,7.02,OH,2,4,10,10000,9854.82,55000,39542
3953,Fully Paid,18.94,TX,10,19,1,30000,30505.59,130000,8069
3954,Fully Paid,25.34,PA,11,15,10,20000,20351.94,127000,24162
3955,Charged Off,16.91,FL,4,22,5,20000,712.16,55000,8415
3956,Fully Paid,13.56,AZ,10,17,10,13000,12706.56,43500,725
3957,Fully Paid,12.98,NH,1,8,1,4000,3960.44,32000,2481
3958,Fully Paid,6.46,NY,2,18,3,4000,1517.88,52000,2064
3959,Charged Off,18.94,FL,10,16,10,26825,982.49,125000,11050
3960,Fully Paid,10.72,CA,3,12,10,35075,35646.14,70000,8873
3961,Charged Off,13.56,MT,6,16,1,30000,691.23,80000,4003
3962,Fully Paid,16.14,UT,6,8,6,25000,25060.08,24000,6329
3963,Fully Paid,10.72,CA,7,11,10,3000,3041.63,72000,33172
3964,Fully Paid,14.47,FL,3,6,10,1500,1504.56,30000,4087
3965,Charged Off,11.8,WA,1,7,3,21000,465.02,53026,9534
3966,Fully Paid,7.02,VA,7,20,10,12000,11511.63,120000,2482
3967,Fully Paid,7.02,FL,1,3,9,5000,4781.18,27000,293
3968,Fully Paid,6.46,PA,2,14,2,10000,9811.92,150000,19482
3969,Fully Paid,11.8,NY,2,10,1,6000,5931.03,72000,8873
3970,Fully Paid,11.8,WY,3,14,10,25000,25042.45,80000,20058
3971,Fully Paid,7.02,WI,1,12,5,30000,30146.25,120000,4115
3972,Fully Paid,16.14,CA,3,10,10,2000,1983.61,175000,9257
3973,Fully Paid,12.98,MD,4,10,6,2000,2033.61,42000,4061
3974,Fully Paid,11.31,IL,5,9,1,24000,52.12,100000,11577
3975,Charged Off,14.47,TX,5,8,6,21825,513.17,45000,31009
3976,Fully Paid,11.8,OR,4,21,6,11000,11068.51,84897,15762
3977,Fully Paid,18.94,TX,4,6,6,5000,5039.46,27700,3921
3978,Fully Paid,12.98,TX,4,8,2,7000,6933.16,75000,12342
3979,Fully Paid,16.14,MS,3,11,1,10000,10139.01,36000,13166
3980,Fully Paid,23.4,WV,2,10,1,2400,2409.77,55000,4094
3981,Fully Paid,12.98,CA,6,17,10,10000,10019.11,107000,769
3982,Fully Paid,17.97,PA,4,7,10,6600,6685.66,66000,11307
3983,Fully Paid,19.92,NY,4,10,10,15000,15182.6,139000,788
3984,Fully Paid,10.72,IN,2,7,10,8000,6966.89,45000,18560
3985,Fully Paid,19.92,OK,4,8,6,1500,1537.09,75000,3965
3986,Fully Paid,13.56,TX,2,12,10,12000,12028.75,62800,8447
3987,Fully Paid,6.46,IL,10,10,10,6000,5910.66,150000,19271
3988,Fully Paid,6.46,TX,2,7,7,4300,4316.98,85000,44508
3989,Fully Paid,11.8,IL,9,14,1,30000,29777.02,120000,11801
3990,Charged Off,11.31,CA,2,4,10,12000,446.7,87000,1151
3991,Fully Paid,11.8,TX,10,19,4,12000,36.55,72000,19163
3992,Fully Paid,10.72,NY,2,6,10,20000,20312.4,72000,17792
3993,Fully Paid,14.47,GA,5,13,1,33750,950.78,67500,4041
3994,Fully Paid,27.27,GA,2,6,10,27000,4151.44,86000,8235
3995,Fully Paid,27.27,CA,7,21,5,15000,15337.35,72000,37398
3996,Fully Paid,16.91,NC,9,12,3,12000,12082.85,38000,2875
3997,Fully Paid,16.91,TX,1,5,10,4000,3987.05,75000,24537
3998,Fully Paid,13.56,FL,7,10,10,13000,13233.04,43000,2403
3999,Fully Paid,10.72,NC,4,14,10,5000,4833.76,189000,12329
4000,Charged Off,8.81,CA,7,13,6,4000,126.85,45000,7149
4001,Fully Paid,7.56,OH,4,22,6,5000,4659,50000,2552
4002,Fully Paid,19.92,NC,3,20,5,12800,13082.61,59268,4029
4003,Fully Paid,11.31,CA,5,11,1,11000,10650.83,45600,3051
4004,Fully Paid,16.14,NY,3,9,6,10000,10023.22,50000,6229
4005,Fully Paid,8.81,CA,3,24,1,2000,0.98,125000,4053
4006,Fully Paid,8.81,CA,8,19,10,15000,14438.95,80000,23604
4007,Charged Off,14.47,OH,5,11,6,4000,137.63,31476,2636
4008,Fully Paid,8.19,CO,7,18,6,15000,13995.58,43000,9094
4009,Fully Paid,12.98,IL,2,11,4,4500,4508.21,64000,13516
4010,Fully Paid,8.81,OR,1,13,1,20000,18671.89,40000,16791
4011,Fully Paid,13.56,TX,11,17,6,8000,7973.18,100000,3676
4012,Charged Off,15.02,NJ,4,4,4,25925,0,62531,684
4013,Fully Paid,7.02,TN,7,23,8,25000,24627.8,72000,13947
4014,Charged Off,17.97,GA,13,18,8,16000,578.2,90000,24940
4015,Fully Paid,25.34,MD,7,13,10,14400,14622.99,43000,24836
4016,Charged Off,18.94,GA,5,18,10,35000,906.77,150000,15752
4017,Fully Paid,18.94,NV,4,13,10,10000,10027.25,35000,21888
4018,Fully Paid,7.56,WI,1,7,5,6000,6042.71,84000,8873
4019,Fully Paid,14.47,MN,5,13,6,13000,12893.87,138000,41524
4020,Charged Off,16.14,CA,7,9,8,35000,20,142640,550
4021,Fully Paid,13.56,CA,5,10,10,8800,8951.27,150000,40016
4022,Fully Paid,20.89,FL,4,10,1,10000,9904.32,125000,1814
4023,Fully Paid,18.94,WY,2,6,4,15000,15173.59,43157,3577
4024,Fully Paid,8.19,RI,7,18,10,2650,2551.43,40000,10392
4025,Fully Paid,22.35,TX,3,11,10,17000,17188.49,37000,15549
4026,Charged Off,13.56,MN,2,5,10,11200,273.06,60000,8873
4027,Fully Paid,12.98,PA,6,23,10,14000,14040.38,72000,11414
4028,Charged Off,19.92,FL,1,9,6,25675,679.09,20000,843
4029,Charged Off,11.8,OH,5,8,6,35000,1159.17,82500,1625
4030,Charged Off,23.4,FL,0,2,2,1000,38.92,70000,16974
4031,Fully Paid,10.72,AZ,2,8,2,19000,18488.6,81250,9125
4032,Fully Paid,24.37,FL,3,5,10,15000,248.58,82862,1303
4033,Fully Paid,23.4,AR,0,1,10,1000,16.86,35500,3497
4034,Fully Paid,10.33,AZ,0,7,10,12000,6418.44,140000,32662
4035,Fully Paid,7.02,HI,1,6,10,2000,1863.79,60000,8873
4036,Fully Paid,10.33,CT,8,12,10,36000,34841.47,130000,18625
4037,Charged Off,16.14,CA,5,8,1,35000,1232.92,180000,5593
4038,Fully Paid,11.31,FL,13,18,6,15000,15024.41,38000,1537
4039,Fully Paid,6.46,CA,4,12,6,20000,1001.3,30000,37990
4040,Fully Paid,7.02,FL,6,22,5,25000,15879.57,86000,6612
4041,Charged Off,17.97,TX,3,5,7,7000,412.97,65000,3250
4042,Fully Paid,13.56,IL,4,10,4,30000,30206.11,80000,7093
4043,Charged Off,16.91,GA,5,17,5,14500,516.32,72000,2743
4044,Fully Paid,6.46,AZ,1,4,3,6000,6033.47,85000,8873
4045,Fully Paid,11.8,FL,4,7,10,18000,18194.48,62000,31066
4046,Fully Paid,14.47,OH,4,10,10,10000,9684.23,72000,8147
4047,Charged Off,12.98,NY,0,3,1,8000,0,35000,0
4048,Fully Paid,12.98,OH,3,6,1,25000,24108.41,75000,42453
4049,Fully Paid,18.94,IL,1,3,10,36000,36189,72000,44467
4050,Fully Paid,20.89,NV,2,3,6,12000,11809.1,80000,3433
4051,Fully Paid,16.14,NC,8,12,10,20000,19556.12,35000,10754
4052,Fully Paid,11.8,NC,4,10,6,3025,3052.76,56594,2089
4053,Charged Off,20.89,NY,11,14,8,26800,0,175000,29627
4054,Fully Paid,14.47,IL,2,9,10,16000,15863.18,100000,45505
4055,Fully Paid,16.14,FL,3,7,10,26000,26546.59,130000,44009
4056,Fully Paid,13.56,TN,3,6,1,13000,12574.95,41600,25560
4057,Fully Paid,16.91,CA,5,14,10,35000,16569.09,151000,42822
4058,Charged Off,19.92,CA,1,3,1,15000,556.85,97000,16
4059,Fully Paid,10.33,NC,3,11,3,10000,10071.74,72000,11633
4060,Fully Paid,15.02,CT,8,15,10,4400,4503.54,70000,1037
4061,Fully Paid,11.8,CA,7,14,6,10000,9385.93,130000,44366
4062,Fully Paid,8.19,CA,3,7,10,30000,29981.6,108000,8873
4063,Fully Paid,7.02,NJ,8,20,10,32000,29794.76,72000,21178
4064,Charged Off,12.98,NY,5,6,2,16000,538.95,80000,3442
4065,Fully Paid,8.19,MA,2,14,6,37000,37335.67,72000,41028
4066,Fully Paid,16.14,VA,5,7,6,15350,15567.94,58000,4563
4067,Fully Paid,8.81,OR,4,15,3,16000,16020.28,103000,22581
4068,Fully Paid,14.47,IL,2,4,10,16000,15638.49,43000,17191
4069,Charged Off,24.37,UT,4,6,1,13000,376.79,37440,5162
4070,Fully Paid,11.31,TX,6,19,1,4000,4061.02,62000,3740
4071,Fully Paid,8.81,MA,10,14,3,24000,23110.41,125000,17673
4072,Fully Paid,26.31,MD,4,11,10,1000,20.46,119000,28832
4073,Fully Paid,7.56,NY,4,22,2,11000,10851.47,85000,16702
4074,Fully Paid,8.19,MD,1,3,6,3000,2885.25,72000,8873
4075,Charged Off,20.89,TX,7,11,6,5000,188.1,24000,1767
4076,Fully Paid,10.33,NY,2,10,5,12000,5393.02,60000,3140
4077,Fully Paid,18.94,MN,4,8,1,6000,6028.14,68400,31486
4078,Fully Paid,6.46,HI,6,9,7,20000,18611.9,55000,3407
4079,Charged Off,20.89,TN,4,12,5,1600,60.19,42000,9096
4080,Charged Off,15.02,AL,2,8,9,23350,0,180000,33010
